jobID,Real,Guess,Calc,pFound,len
70980,3.0,0.0,0.75,0.0,9
70989,68.5,45.08,25.0,0.05,81
71050,5.5,11.0,1.0,0.17,6
71084,54.0,9.62,15.0,0.22,41
71098,3.0,0.052,2.5,0.09,11
71168,5.5,0.0,1.5,0.0,7
71172,19.0,0.0,39.5,0.0,7
71224,1.0,0.0,1.0,0.0,3
71243,7.0,0.0,2.0,0.0,1
68678,11.0,5.9608,7.5,0.48,21
71280,1.0,0.0,3.0,0.0,4
71314,4.0,0.0,0.25,0.0,5
71378,3.0,0.0,3.0,0.0,4
71379,5.5,0.0,3.85,0.0,3
71409,14.0,0.0,3.9,0.0,1
71435,18.0,34.26,10.0,0.36,44
71438,12.0,0.8,15.0,0.4,10
71439,12.0,17.48,8.0,0.16,32
71501,368.0,54.232,390.0,0.18,220
71519,7.5,0.0,5.65,0.0,3
71557,2.0,2.72,2.75,0.07,30
46855,3.0,0.0,3.0,0.0,4
71584,4.0,0.0,1.0,0.0,2
71628,4.5,15.18,3.0,0.22,9
71644,31.0,4.9448,22.58,0.22,51
71699,14.0,3.78,10.0,0.43,7
71708,19.0,0.88,15.0,0.12,25
71712,8.0,15.18,5.5,0.1,21
71742,2.0,0.0,5.0,0.0,1
71746,6.5,0.0,6.0,0.0,6
71796,9.0,6.18,9.0,0.15,13
71830,3.5,3.64,3.0,0.5,4
71870,14.0,1.72,30.0,0.16,19
71873,7.0,8.52,15.0,0.33,6
71874,21.5,1.56,70.0,0.03,30
71917,3.0,0.0,5.74,0.0,7
71925,28.5,0.12,52.5,0.1,10
71933,1.0,0.0,1.0,0.0,10
72040,4.0,0.0,1.0,0.0,8
72052,20.5,32.12,4.99,0.12,8
72082,4.0,0.0,4.0,0.0,2
72088,4.0,3.24,7.5,1.0,2
72109,7.5,0.0,1.25,0.0,1
72112,44.5,88.104,40.0,0.28,75
72139,6.0,0.0,4.0,0.0,14
71920,1.0,0.0,31.0,0.0,1
72189,0.5,0.0,60.0,0.0,2
72198,3.0,0.0,30.74,0.0,4
72232,7.5,0.0,12.4,0.0,3
71558,3.0,0.0,5.0,0.0,5
72015,4.5,0.0,62.0,0.0,1
72237,2.0,0.0,2.0,0.0,4
72244,5.0,44.8392,1.0,0.57,28
72265,27.0,31.752,35.0,0.4,35
72269,1.0,0.0,1.0,0.0,8
72291,15.0,0.0,1.0,0.0,7
72293,3.0,0.0,4.0,0.0,3
72297,2.5,3.96,3.0,0.2,5
72395,13.5,0.0,20.0,0.0,6
72406,2.0,3.96,1.5,0.33,3
72414,1.0,0.0,1.0,0.0,1
72528,39.5,46.312,40.15,0.35,63
72535,33.0,39.24,31.0,0.32,60
72557,7.5,0.0,1.0,0.0,6
72580,5.0,22.0,1.0,0.14,7
72605,10.0,5.16,1.0,0.29,17
72620,2.0,0.0,2.6,0.0,7
72624,44.0,0.0,40.0,0.0,14
49909,77.0,213.18032,153.0,0.49,118
72660,798.5,1374.268,385.0,0.34,191
72700,1.0,0.0,4.41,0.0,1
72713,43.5,17.16,23.0,0.4,5
72726,4.5,0.0,1.0,0.0,3
72763,3.5,0.84,3.05,0.14,7
72780,20.0,0.0,12.0,0.0,7
63529,5.0,0.0,41.0,0.0,1
72853,40.5,30.02,40.0,0.05,73
72857,17.0,3.94,15.0,0.5,8
72863,8.5,0.0,5.03,0.0,1
72874,6.5,21.1,5.3,0.2,20
72879,5.0,0.0,2.8,0.0,3
72886,53.0,26.48,37.5,0.27,44
72961,5.5,0.44,9.3,0.25,4
72965,40.0,23.04,45.0,0.09,34
72974,7.0,0.0,0.55,0.0,7
72752,12.0,2.22,10.0,0.1,10
72997,25.0,0.0,16.0,0.0,12
73033,1.0,0.0,1.0,0.0,4
73035,5.0,2.22,4.0,0.14,7
71966,2.0,2.22,1.5,0.25,4
73052,4.0,0.0,1.3,0.0,5
73055,74.0,97.62,82.65,0.48,44
73084,19.5,22.022,42.0,0.2,66
